,Unnamed: 0,date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,avg,upper,lower,side,mom1,mom2,mom3,mom4,mom5,log_ret,volatility,autocorr_1,autocorr_2,autocorr_3,autocorr_4,autocorr_5,log_t1,log_t2,log_t3,log_t4,log_t5,fast_mavg,slow_mavg,rsi,srsi,sma
4518,4518,2018-04-16 03:30:00,45918,12.6985,12.7027,12.65,12.6692,58655.99,42827.19,6,743939.690755,12.927338458410384,13.228286728587024,12.626390188233746,1.0,0.002310126582278471,-0.004854292671431892,-0.002417341868833578,-0.01018008515957658,-0.021086222483213683,0.0023074623422312253,0.007008122481965065,-0.13335972667115262,0.036993304245752326,-0.1197069297284205,-0.10339263986696252,-0.1089036632911908,-0.007173575360797101,0.0024458446617110496,-0.00781198824481466,-0.011079455723634002,-0.006431088451330336,12.786757142857153,12.937186666666666,17.0,37.13544367065555,-1.0
4520,4520,2018-04-16 04:20:00,45928,12.43,12.43,12.3993,12.3993,78393.04000000001,0.0,2,973450.686678,12.847488808603625,13.233057684713664,12.461919932493586,1.0,-0.011377770690479959,-0.021303634010040096,-0.019042721518987338,-0.026054512607022184,-0.02366947771242289,-0.011442992716193423,0.007229038577012594,-0.1047315253629054,0.0372135812933942,-0.09571959973050298,-0.09752359202148664,-0.02212958888150535,-0.010090838940113313,0.0023074623422312253,-0.007173575360797101,0.0024458446617110496,-0.00781198824481466,12.64012857142858,12.853266666666665,9.0,33.75565765200055,-1.0
4521,4521,2018-04-16 04:45:00,45933,12.457,12.457,12.328,12.43,82502.98999999999,38482.25,5,1023599.498542,12.809535280548749,13.220849780805088,12.398220780292418,1.0,0.0024759462227705864,-0.008929995216073959,-0.018880434439427884,-0.016613924050633,-0.023643075956327086,0.002472886117983908,0.007245473555234314,-0.11414330759712077,0.020068329255935127,-0.08024684345600208,-0.10366448905630447,-0.02700757071143372,-0.011442992716193423,-0.010090838940113313,0.0023074623422312253,-0.007173575360797101,0.0024458446617110496,12.587342857142866,12.8114,8.0,32.38735652313715,-1.0
4522,4522,2018-04-16 05:15:00,45939,12.4041,12.4864,12.3501,12.3501,80302.48999999999,15976.81,6,996783.082299,12.7677684368625,13.209370903377174,12.326165970347828,1.0,-0.0064279967819791395,-0.0039679659335608575,-0.015300590017541138,-0.02518706784958802,-0.022935126582278587,-0.0064487453154233884,0.007235968802507273,-0.1172901587437564,0.016402013015857184,-0.07103225203020685,-0.09040523598613236,0.013246549494671555,0.002472886117983908,-0.011442992716193423,-0.010090838940113313,0.0023074623422312253,-0.007173575360797101,12.537371428571436,12.766886666666668,14.0,30.628756971081163,-1.0
4524,4524,2018-04-16 06:05:00,45949,12.2418,12.2749,12.2007,12.2425,62663.57,36222.75,6,766874.5010889998,12.674168129638428,13.183891586307704,12.164444672969156,1.0,0.0024154589371980784,-0.008712480060890204,-0.015084473049074787,-0.012645875170372524,-0.02387976399298364,0.0024125464053841306,0.007225644135200919,-0.12450099518394185,0.03835995337991728,0.01696889200296586,-0.0818126857220652,0.0018147131106574328,-0.011163202018245057,-0.0064487453154233884,0.002472886117983908,-0.011442992716193423,-0.010090838940113313,12.406585714285722,12.65674,10.0,26.774078831337107,-1.0
4575,4575,2018-04-17 15:25:00,46349,12.1741,12.1949,12.1551,12.1949,65474.42000000001,25378.49,7,796900.8503419998,12.296404949923046,12.437099258950756,12.155710640895338,1.0,-0.00027872736364897843,-0.002045843255673141,-0.007051255954077185,-0.006420231877917737,-0.011758508914100465,-0.000278766215340287,0.0046566183268967574,-0.07537352142542293,0.08856772012598603,0.010940349420998531,-0.044223893056880965,-0.04974879137755773,-0.0017691726363082696,-0.005028294692535518,0.0006353033379769003,-0.005387256718772715,0.0,12.264042857142869,12.324906666666664,23.0,44.373486790356814,-1.0
4576,4576,2018-04-17 16:10:00,46358,12.1801,12.1983,12.1179,12.1472,63169.5,20585.57,9,767684.5026950001,12.282840863566403,12.432313220978164,12.133368506154644,1.0,-0.0039114711887756615,-0.00418910831837227,-0.005949312187497503,-0.010935146358343806,-0.01030659051467775,-0.003919140998899451,0.004676728824139268,-0.08103734518039481,0.09541552780445232,0.03022165255694745,-0.04107499172601597,-0.03434552561825665,-0.000278766215340287,-0.0017691726363082696,-0.005028294692535518,0.0006353033379769003,-0.005387256718772715,12.236500000000007,12.308826666666665,19.0,42.70197559595695,-1.0
4577,4577,2018-04-17 16:45:00,46365,12.1201,12.18,12.1002,12.18,60407.2,38304.06,7,732977.698681,12.273491694151275,12.423077407587636,12.123905980714918,1.0,0.0027002107481559623,-0.0012218222371648269,-0.0015002090455227268,-0.003265165836054407,-0.008264462809917328,0.0026965717283884416,0.004674964550233451,-0.08524616020593674,0.10530655384812587,0.04090930669334493,-0.06096561583783758,-0.016147756374715317,-0.003919140998899451,-0.000278766215340287,-0.0017691726363082696,-0.005028294692535518,0.0006353033379769003,12.213642857142865,12.293493333333327,18.0,41.18809442177258,-1.0
4578,4578,2018-04-17 18:00:00,46380,12.1897,12.1987,12.155,12.18,63095.84000000001,30090.05,15,768377.9777449998,12.264992449228432,12.413479207041535,12.116505691415329,1.0,0.0,0.0027002107481559623,-0.0012218222371648269,-0.0015002090455227268,-0.003265165836054407,0.0,0.004667612189933763,-0.08896273255613993,0.09663750272331023,0.044916106035202887,-0.0715025117070531,-0.023460119169415598,0.0026965717283884416,-0.003919140998899451,-0.000278766215340287,-0.0017691726363082696,-0.005028294692535518,12.20025714285715,12.27625333333333,25.0,39.67043959947507,-1.0
4581,4581,2018-04-17 19:20:00,46396,11.9891,11.9891,11.8504,11.8504,61662.19,25351.22,4,735572.7498,12.188509278158099,12.442316471588562,11.93470208472764,1.0,-0.007961156921016177,-0.020636193089313196,-0.027060755336617337,-0.027060755336617337,-0.024433614330874542,-0.007993016134232533,0.00509777773782735,0.060459451460872636,0.09732922193168674,-0.0031835216321196105,-0.025471809374512964,-0.05761074972040674,-0.012859078611416663,-0.006581545250396115,0.0,0.0026965717283884416,-0.003919140998899451,12.085442857142866,12.191499999999996,9.0,34.521889176521746,-1.0
4582,4582,2018-04-17 19:50:00,46402,11.87,11.8869,11.7851,11.8525,65697.4,47219.3,6,777577.2579979999,12.157962980143726,12.44187463792252,11.874051322364936,1.0,0.00017720920812780427,-0.0077853585032020564,-0.020462640804621457,-0.02688834154351405,-0.02688834154351405,0.00017719350843092843,0.0050591553621359645,0.04439789671793468,0.08865911122106783,-0.07863592214213662,-0.016528048370812447,-0.06440424314156076,-0.007993016134232533,-0.012859078611416663,-0.006581545250396115,0.0,0.0026965717283884416,12.03652857142858,12.163466666666665,7.0,32.33600153712825,-1.0
4583,4583,2018-04-17 20:20:00,46408,11.8398,11.9065,11.7779,11.9065,68476.54000000001,35723.01,6,809933.485962,12.13510270922157,12.427718946693366,11.842486471749776,1.0,0.004556000843703778,0.004734017417133529,-0.003264827759407285,-0.01599986776968787,-0.02245484400656816,0.004545653687724194,0.005098502304606247,0.05115482253037088,0.0257758130890203,-0.12301216719970863,-0.05145412340763293,-0.05548451054118372,0.00017719350843092843,-0.007993016134232533,-0.012859078611416663,-0.006581545250396115,0.0,12.002142857142866,12.134033333333328,12.0,30.689499105456136,-1.0
4584,4584,2018-04-17 21:20:00,46420,11.8852,11.9426,11.8505,11.8898,61165.45999999999,26863.6,12,727408.811445,12.112802462928698,12.41211663622952,11.813488289627873,1.0,-0.0014025952210977575,0.0031470153975954322,0.003324782285829997,-0.0046628437486919685,-0.017380021652713573,-0.0014035797785059145,0.005095674937912622,0.07032242244485531,0.022660594989560988,-0.11165849412539022,-0.039267352048158316,-0.049534481697678566,0.004545653687724194,0.00017719350843092843,-0.007993016134232533,-0.012859078611416663,-0.006581545250396115,11.960685714285722,12.104019999999995,21.0,28.98446019446497,-1.0
4586,4586,2018-04-17 23:05:00,46441,11.72,11.7802,11.6658,11.7802,70280.34999999999,35943.86,6,825169.0948610002,12.050516085065038,12.394023761120467,11.707008409009616,1.0,0.004707889125799669,-0.009217985163753715,-0.010607651282912632,-0.006099978907403325,-0.005923850671707309,0.004696841675666974,0.0050659039033317576,0.04278826061715795,-0.06688409762931942,-0.06780118317960522,0.07060624428093065,0.04453872407544745,-0.01395757537101172,-0.0014035797785059145,0.004545653687724194,0.00017719350843092843,-0.007993016134232533,11.849985714285722,12.030119999999995,13.0,25.86501857199812,-1.0
4587,4587,2018-04-18 00:00:00,46452,11.7769,11.8256,11.7699,11.8256,64367.23,40635.9,11,759717.123745,12.030069168240946,12.372337383310782,11.68780095317111,1.0,0.0038539243815893798,0.00857995735607675,-0.0053995861999360795,-0.006794607987233857,-0.00226956338325246,0.003846517040475117,0.005098552518168057,0.06345460183738537,-0.10717880694028248,-0.07239824918678645,0.10581440724121983,0.04350649869143306,0.004696841675666974,-0.01395757537101172,-0.0014035797785059145,0.004545653687724194,0.00017719350843092843,11.832857142857149,11.999726666666666,22.0,25.205566429004367,-1.0
4616,4616,2018-04-18 18:50:00,46678,11.6326,11.7304,11.6326,11.7304,63100.44,53457.42,5,736317.803746,11.769629786665087,11.978985890587618,11.560273682742553,1.0,0.015803739207994383,0.01080568720379138,0.00346452920897522,0.0011521818911144346,-0.009273492001824256,0.015680160425677325,0.006211599186876393,-0.06824559177452592,-0.1886993456332238,-0.16552343716933732,-0.008522588827651563,0.2414069469513933,-0.00493243747134553,-0.007289181401056498,-0.0023070229143069554,-0.010468277163321105,0.00764728061491704,11.697185714285721,11.743159999999998,55.0,35.38457285452072,-1.0
4624,4624,2018-04-18 23:15:00,46731,12.0356,12.1516,12.0356,12.1516,72213.55,37518.7,5,873410.5688639998,11.843691596571212,12.085128051035035,11.602255142107385,-1.0,0.008766395483978062,0.02019981529678461,0.03236878323959691,0.032746062908475926,0.029534864017622512,0.008728193737822744,0.006927272729205853,0.11681133213774972,-0.15296573958013174,-0.11481583122963765,-0.043570442234777004,0.1924394729876118,0.011270311722765491,0.011857445865541829,0.00036538372069694347,-0.003114223134407013,0.0027998151747463678,11.888357142857153,11.797106666666664,82.0,43.53747053372885,1.0
4625,4625,2018-04-18 23:30:00,46734,12.232999999999999,12.25,12.215,12.25,60205.70999999999,34907.13,3,736342.44791,11.880628724155645,12.172562158972786,11.588695289338505,-1.0,0.00809769906843538,0.01693508218495765,0.028461086390731305,0.040728594973918016,0.04110892974002023,0.00806508863138422,0.007022157365144774,0.14347977112152616,-0.10669840721537943,-0.06470634865901187,-0.037625898732546695,0.19147137888579405,0.008728193737822744,0.011270311722765491,0.011857445865541829,0.00036538372069694347,-0.003114223134407013,11.95692857142858,11.83044,85.0,45.18026867955117,1.0
4626,4626,2018-04-18 23:40:00,46736,12.3488,12.437999999999999,12.3488,12.437999999999999,62850.75,62850.75,2,779433.5050840002,11.931298840141494,12.302962194793704,11.559635485489284,-1.0,0.0153469387755103,0.02356891273577144,0.03254192262991884,0.04424481571656469,0.056700593002905635,0.015230365690961369,0.007315124379867616,0.1875514866185424,-0.04752691426935747,0.000650877570975854,0.02526593739010261,0.1808056297343812,0.00806508863138422,0.008728193737822744,0.011270311722765491,0.011857445865541829,0.00036538372069694347,12.047642857142868,11.870293333333333,89.0,47.82658544392373,1.0
4627,4627,2018-04-18 23:50:00,46738,12.19,12.2416,12.19,12.2416,85154.70000000001,33872.9,2,1039783.63464,11.959508036492267,12.33947625278807,11.579539820196464,-1.0,-0.015790319987136203,-0.0006857142857142895,0.007406432074788416,0.01623775527145943,0.02775585593149188,-0.015916315186247143,0.0076648993858407346,0.08344992133480775,-0.08808135641715989,-0.04275248220156181,-0.045797639879298184,0.07614251476897861,0.015230365690961369,0.00806508863138422,0.008728193737822744,0.011270311722765491,0.011857445865541829,12.115542857142868,11.90527333333333,70.0,49.70652228552711,1.0
4672,4672,2018-04-20 04:35:00,47083,12.0739,12.1305,12.0739,12.0765,72746.22,59149.81,4,879731.284084,12.255201291980608,12.444214690217793,12.066187893743427,1.0,0.00302323070406385,-0.01133042431784137,-0.014983442358199706,-0.016571661237784974,-0.02008276533593012,0.003018669931984075,0.006385284943174948,-0.013349975535806935,0.14207643476251253,-0.1228059852865749,-0.12067477013913082,0.155894925067404,-0.014413772526417734,-0.0037017255682676438,-0.0016136791302869824,-0.0035766580154255045,-0.0012974377428198733,12.219385714285721,12.292313333333333,15.0,47.07024648060162,-1.0
4674,4674,2018-04-20 05:35:00,47095,11.955,12.1226,11.955,12.1226,67655.88999999997,59388.76,7,814723.9759429998,12.215584538826947,12.442102117941088,11.989066959712806,1.0,0.01685162351006997,0.003817331180391737,0.006852102557287632,-0.0075563451194852185,-0.01122330793951154,0.01671121016891064,0.006767295705459377,-0.2192613306012235,0.1392177463349412,-0.2589755211452129,-0.02764136005059364,0.2126306698780508,-0.012901146508041528,0.003018669931984075,-0.014413772526417734,-0.0037017255682676438,-0.0016136791302869824,12.13085714285715,12.248466666666666,21.0,43.867004878852796,-1.0
4675,4675,2018-04-20 06:25:00,47105,12.1252,12.1257,12.074000000000002,12.1257,63689.41000000001,33860.58,10,770659.7269189998,12.207413217115409,12.427010807717046,11.987815626513767,1.0,0.0002557207199775924,0.017111653539344296,0.0040740280710471755,0.007109575501864641,-0.007302556713521979,0.0002556880290072172,0.006665586111679647,-0.2790267501665715,0.21423409882734698,-0.2475309283378004,0.0059587746182767284,0.16348245482612825,0.01671121016891064,-0.012901146508041528,0.003018669931984075,-0.014413772526417734,-0.0037017255682676438,12.108814285714292,12.233579999999998,22.0,43.20160056489744,-1.0
4700,4700,2018-04-20 22:45:00,47301,12.5187,12.5998,12.5123,12.5998,90514.98,79037.94,4,1136663.192103,12.32317511319093,12.54320034095971,12.103149885422148,-1.0,0.007983999999999991,0.015253213005116615,0.02022672064777331,0.02113623470297421,0.026878565607171945,0.007952296507326206,0.006375374942178408,-0.12795492961933813,0.1639615148947023,-0.0716130192853501,0.042359611613617884,-0.13235027203875174,0.0071857558147252485,0.004886825419544215,0.0008910851575891775,0.005607719193577054,0.0004891171533070171,12.390471428571436,12.303566666666665,79.0,48.50173294015267,1.0
4701,4701,2018-04-20 22:55:00,47303,12.6796,12.6796,12.6596,12.6596,101695.27,51033.96,2,1288442.1192919998,12.353759193809935,12.610875093038844,12.096643294581026,-1.0,0.004746107081064821,0.01276799999999989,0.020071713468433842,0.02506882591093107,0.025982656617229868,0.004734879824678018,0.006381246939941838,-0.11193945647884754,0.1841954289696959,-0.050914064549807465,0.04426267827227474,-0.1155313878470908,0.007952296507326206,0.0071857558147252485,0.004886825419544215,0.0008910851575891775,0.005607719193577054,12.446985714285722,12.323233333333333,82.0,49.689284258448296,1.0
4702,4702,2018-04-20 23:10:00,47306,12.5884,12.6629,12.5884,12.6403,93053.16,18455.31,3,1174944.073116,12.379808358009033,12.655724413246533,12.103892302771532,-1.0,-0.0015245347404341247,0.0032143367355037533,0.0112239999999999,0.018516578703517084,0.023506072874494018,-0.0015256980259845676,0.006388868516952153,-0.11523547731164688,0.1767815224538766,-0.05730489603967531,0.039347581440473116,-0.1163954008761194,0.004734879824678018,0.007952296507326206,0.0071857558147252485,0.004886825419544215,0.0008910851575891775,12.499885714285725,12.343853333333335,70.0,51.48129235395602,1.0
4703,4703,2018-04-20 23:35:00,47311,12.620999999999999,12.620999999999999,12.5,12.533,59945.17000000001,11026.13,5,752481.6658099998,12.393734870917301,12.665379503408136,12.122090238426466,-1.0,-0.008488722577786989,-0.010000315965749351,-0.005301671455102519,0.002639999999999976,0.00987067402602615,-0.008524956984889975,0.006488347153699935,-0.118808777331149,0.1543737857264046,-0.0936494778952608,0.013687528825168296,-0.1356411018359413,-0.0015256980259845676,0.004734879824678018,0.007952296507326206,0.0071857558147252485,0.004886825419544215,12.527600000000007,12.36652,58.0,52.731788602676936,1.0
4718,4718,2018-04-21 07:10:00,47402,12.9929,12.9929,12.9929,12.9929,83795.66,83795.66,1,1088748.630814,12.607849846061535,12.929713623636786,12.285986068486281,-1.0,0.004072580021946992,0.02321607169576545,0.027122958465746416,0.032304966511206734,0.036943335993615316,0.00406430951519221,0.007079155220655503,-0.055943537084221874,0.16998798268918675,-0.10767660931909076,-0.05009431863223917,-0.2036768594749496,0.01888636893065909,0.003810971201328783,0.005032483942933652,0.004483151920954942,-0.0036008515239140952,12.710357142857154,12.62511333333333,84.0,57.78357638939211,1.0
4719,4719,2018-04-21 07:20:00,47404,13.157,13.16,13.157,13.16,109992.66,109992.66,2,1447353.29052,12.658045314601393,13.050095877333105,12.265994751869679,-1.0,0.012860870167552996,0.016985827112409257,0.0363755207471983,0.040332653480687375,0.045581306658827536,0.01277887147812562,0.00725578258085579,-0.0468819791225616,0.2311141657373536,-0.0876790724880088,-0.043701074610851834,-0.1705413112622214,0.00406430951519221,0.01888636893065909,0.003810971201328783,0.005032483942933652,0.004483151920954942,12.79390000000001,12.665186666666665,88.0,59.473580304560784,1.0
4720,4720,2018-04-21 07:30:00,47406,13.1999,13.1999,12.9575,12.9575,72456.95,33392.6,2,946955.295865,12.68526846781945,13.081802292854752,12.288734642784148,-1.0,-0.01538753799392101,-0.002724564954706077,0.0013369190584380242,0.02042825304573115,0.02432449524893654,-0.015507154815446622,0.007609202988763033,-0.15252408417805036,0.20141210670411802,-0.23872072390126325,-0.03651770615323677,-0.19666496000781386,0.01277887147812562,0.00406430951519221,0.01888636893065909,0.003810971201328783,0.005032483942933652,12.854971428571437,12.69577333333333,64.0,60.014513355630676,1.0
4721,4721,2018-04-21 07:45:00,47409,12.9901,13.0306,12.9901,13.0306,68548.2,68548.2,3,891974.844543,12.716662243472225,13.12437376434309,12.308950722601367,-1.0,0.005641520355006868,-0.009832826747720349,0.0029015847116502518,0.006985981669525909,0.026185019806112653,0.0056256665773735115,0.007292224727247112,-0.1687510426805784,0.13495635837135647,-0.14893726976630692,-0.011179612671725795,-0.16706436134334693,-0.015507154815446622,0.01277887147812562,0.00406430951519221,0.01888636893065909,0.003810971201328783,12.918442857142866,12.729899999999995,64.0,61.1566988925952,1.0
4729,4729,2018-04-21 09:30:00,47430,13.405999999999999,13.405999999999999,13.405999999999999,13.405999999999999,93538.77,93538.77,1,1253980.7506199998,12.883153539942311,13.341684151068915,12.424622928815714,-1.0,0.007969924812029959,0.030279741776821467,0.03756791480271815,0.043439005596245465,0.048974577663711605,0.00793833270805777,0.007941703762011379,0.07178691140005489,0.16658309924739792,0.03395815343295972,-0.14109455987088146,-0.3538827576259509,0.021892026616603392,0.007049071706452192,0.0056425630431147225,0.005291100216627598,0.007256253420349523,12.99347142857144,12.953226666666668,76.0,61.72500795641428,1.0
4730,4730,2018-04-21 09:40:00,47432,13.311,13.311,13.008,13.008,115054.71,0.0,2,1510008.5147099998,12.894503218129374,13.335161719402695,12.453844716856056,-1.0,-0.029688199313740227,-0.021954887218045286,-0.00030740854595767697,0.006764391746513221,0.012461180426373229,-0.030137815130311107,0.008870767334917472,0.0013439142681719285,-0.05561481323827622,-0.022070689710922457,-0.1810529482256575,-0.3634744627337718,0.00793833270805777,0.021892026616603392,0.007049071706452192,0.0056425630431147225,0.005291100216627598,13.039228571428582,12.977106666666668,49.0,61.051680149930995,1.0
4733,4733,2018-04-21 10:00:00,47436,13.73,13.73,13.73,13.73,181251.86,181251.86,1,2488588.0378,13.052782282591565,13.636720288164167,12.468844277018961,-1.0,0.017037037037036958,0.03045586226565211,0.0555043050430506,0.02416828285842154,0.03233082706766921,0.016893534335495897,0.009814277703639008,-0.0609280752141295,-0.013856126511878416,-0.0020071747079159702,-0.02576287641043413,-0.1778181438497049,0.013107754718252096,0.024017377920676708,-0.030137815130311107,0.00793833270805777,0.021892026616603392,13.325742857142869,13.105306666666667,67.0,58.81513678308848,1.0
4734,4734,2018-04-21 10:05:00,47437,13.72,13.72,13.72,13.72,119779.67,0.0,1,1643377.0724,13.113438438719607,13.743442771978955,12.483434105460253,-1.0,-0.0007283321194464509,0.016296296296296253,0.029705348163492133,0.05473554735547359,0.02342234820229749,-0.0007285974821402696,0.00982199991681589,-0.06819536433936275,-0.01962789161578169,-0.015246564519207013,0.005977476288149467,-0.18135044056441094,0.016893534335495897,0.013107754718252096,0.024017377920676708,-0.030137815130311107,0.00793833270805777,13.426885714285726,13.14264,66.0,59.13761898593285,1.0
4807,4807,2018-04-22 23:55:00,47891,12.8948,12.9291,12.842,12.8888,63129.98999999999,43479.0,9,813535.622509,12.99272224632664,13.131579962728937,12.853864529924342,1.0,0.0067015543232054045,-0.004495249864833517,-0.013652503979429407,-0.008591977231644954,-0.009140739715706836,0.006679198730597413,0.007488623179441684,-0.29557958980506305,-0.10591332670470127,0.2523987002063982,-0.27576407140230663,0.10843295248847024,-0.01118458261246813,-0.009241172545364051,0.005117455361502099,-0.0005536715485061627,-0.0017205758955092245,12.963471428571436,12.986346666666664,29.0,42.77657374873075,-1.0
4808,4808,2018-04-23 00:45:00,47901,12.8686,12.9589,12.8332,12.9589,59939.81000000001,15991.65,10,772231.1284330002,12.989647496660586,13.12288396945724,12.856411023863926,1.0,0.005438830612624956,0.012176833554635502,0.0009191318452150821,-0.008287927023386765,-0.003199876927810541,0.005424093584061485,0.0073325730733182016,-0.2581385921447342,-0.15838234372971474,0.2418390601454825,-0.2674278722103098,0.16366696915095078,0.006679198730597413,-0.01118458261246813,-0.009241172545364051,0.005117455361502099,-0.0005536715485061627,12.95330000000001,12.985586666666665,35.0,42.74296906711723,-1.0
4809,4809,2018-04-23 02:25:00,47921,12.9523,12.99,12.9,12.9799,57918.45,28123.08,20,750208.3666239999,12.988761360600533,13.11587034759727,12.861652373603793,1.0,0.0016205079134803402,0.007068152194153131,0.013817074123252393,0.002541129219124194,-0.0066808497612341755,0.0016191963073191038,0.0072841930178934,-0.2420386142639674,-0.15756933508775176,0.22979285107797984,-0.3015374542544926,0.16071786380575434,0.005424093584061485,0.006679198730597413,-0.01118458261246813,-0.009241172545364051,0.005117455361502099,12.94932857142858,12.983579999999998,42.0,42.83085147611736,-1.0
4817,4817,2018-04-23 08:45:00,47997,13.5459,13.5459,13.5459,13.5459,140292.22,140292.22,1,1900384.382898,13.078162290117351,13.370389181716721,12.785935398517987,-1.0,0.01317905412986087,0.03917853197496002,0.039130701606345575,0.038159104843654264,0.04358980285205805,0.01309296594497944,0.007771237863196749,0.017137251615366746,-0.3669236161519117,0.19629218117472969,-0.06722675454929149,0.1301277915672936,0.02533756199317949,-4.602815389542769e-05,-0.0009354465905766496,0.005217449912199079,0.004099268104702958,13.13452857142858,13.039166666666665,89.0,47.25264050617435,1.0
4818,4818,2018-04-23 08:50:00,47998,13.5144,13.5144,13.5144,13.5144,136457.73,0.0,1,1844144.346312,13.117820263743047,13.456626353916429,12.779014173569665,-1.0,-0.0023254268819347113,0.010822980321174123,0.036761998281576114,0.036714279138986505,0.03574494175352538,-0.0023281348860177964,0.007273044889117316,0.12182998437046848,-0.2381844704048932,0.1642232219557206,0.0004711004127234923,0.1489092983767996,0.01309296594497944,0.02533756199317949,-4.602815389542769e-05,-0.0009354465905766496,0.005217449912199079,13.218442857142866,13.073426666666665,84.0,48.68856120178315,1.0
4819,4819,2018-04-23 08:55:00,47999,13.4956,13.4956,13.4956,13.4956,73473.24,0.0,1,991565.457744,13.15216387613004,13.51578380720027,12.788543945059812,-1.0,-0.0013911087432665337,-0.0037133007035339283,0.009416815635354459,0.0353197496010802,0.03527209684100696,-0.00139207723332202,0.006960602473569665,0.00872305955998437,-0.22090721972057212,0.07336063065295595,-0.011373501702716666,0.19896475685920076,-0.0023281348860177964,0.01309296594497944,0.02533756199317949,-4.602815389542769e-05,-0.0009354465905766496,13.292085714285722,13.101986666666665,81.0,50.652530117559884,1.0
4875,4875,2018-04-24 00:30:00,48186,13.7898,13.8908,13.7898,13.8908,65786.65,65786.65,2,912124.37236,13.643766530282278,13.810379808266301,13.477153252298255,-1.0,0.009029165001997573,0.015409356725146315,0.01905202074667489,0.0221865732598443,0.021983519717480915,0.008988645812007423,0.005517948444125525,0.0796593254470063,-0.09498609510954956,-0.29182985770464914,0.03364089862088331,-0.016795678459022887,0.006303192493658294,0.003580965413695569,0.003071228406367421,-0.00019866599528972628,-0.002424956179676752,13.682100000000007,13.649080000000005,83.0,52.537558480334155,1.0
4876,4876,2018-04-24 00:40:00,48188,13.8081,13.847000000000001,13.8081,13.847000000000001,69732.19,25308.51,2,963853.553778,13.662242300256615,13.844727476377832,13.479757124135402,-1.0,-0.003153166124341356,0.005847528420440895,0.012207602339181278,0.0158387804359148,0.01896344918428472,-0.003158147827492908,0.005425392391380969,0.06113954619309232,-0.09615095628843563,-0.3670217511705099,0.0003339799046015293,0.010892512453009746,0.008988645812007423,0.006303192493658294,0.003580965413695569,0.003071228406367421,-0.00019866599528972628,13.713814285714292,13.663573333333336,83.0,53.480751088816845,1.0
4877,4877,2018-04-24 01:00:00,48192,13.8,13.8154,13.7155,13.7155,69110.94,29719.67,4,952450.652799,13.667083909324196,13.842660924610955,13.491506894037439,-1.0,-0.009496641871885592,-0.012619863506781459,-0.0037046453346892827,0.0025950292397660672,0.00619172333854201,-0.009542022512969428,0.0056013445446403435,0.08124838786269392,-0.1485126650981909,-0.3938170011142635,-0.02534647892847072,-0.011064289552946036,-0.003158147827492908,0.008988645812007423,0.006303192493658294,0.003580965413695569,0.003071228406367421,13.73145714285715,13.669480000000002,61.0,53.4661395267897,1.0
4886,4886,2018-04-24 04:10:00,48230,13.95,13.95,13.95,13.95,62445.29,0.0,1,871111.7955,13.78146302125673,13.992072408332708,13.57085363418075,-1.0,-0.002859185132237374,0.0035971223021582506,0.00915838361039967,0.010474162284323407,0.012344066357520722,-0.002863280410015268,0.0053499490217272,0.04627870884313039,-0.1681426283563534,-0.4539319167325734,-0.12729980789591666,0.1817405771072726,0.00645394854074377,0.005526031794651942,0.0013029883705892866,0.0018488113062731237,-0.005139203806439063,13.871371428571436,13.811879999999999,81.0,58.46621982423721,1.0
4888,4888,2018-04-24 04:30:00,48234,14.1405,14.19,14.1405,14.19,81322.72,81322.72,2,1152771.4849200002,13.842035554757626,14.124051032986445,13.560020076528806,-1.0,0.00888730892285805,0.01720430107526894,0.014295925661186537,0.0208633093525179,0.026520248274664704,0.00884804923013105,0.005419328402479114,0.034328615384434887,-0.20088981751382026,-0.3563930414837967,0.015565998417763773,0.22973356922941995,0.008209933674445669,-0.002863280410015268,0.00645394854074377,0.005526031794651942,0.0013029883705892866,13.960542857142865,13.874806666666665,91.0,59.772879268852996,1.0
4889,4889,2018-04-24 04:45:00,48237,14.1999,14.2701,14.1999,14.2701,55308.64,55308.64,3,787147.9821200002,13.880950504325115,14.209705049527331,13.552195959122903,-1.0,0.005644820295983122,0.0145822964806257,0.022946236559139743,0.020021443888491808,0.02662589928057546,0.005628948000719003,0.005331536165168113,0.07226779393859366,-0.10195131445904823,-0.3405933754152173,-0.0063141456092457825,0.1582454110102287,0.00884804923013105,0.008209933674445669,-0.002863280410015268,0.00645394854074377,0.005526031794651942,14.026928571428574,13.90838,92.0,60.014494987310115,1.0
4890,4890,2018-04-24 05:00:00,48240,14.27,14.27,14.172,14.1847,60389.38,18770.61,3,858069.2817669999,13.908564094841015,14.249545685282524,13.567582504399507,-1.0,-0.0059845411034260545,-0.000373502466525677,0.008510487024528945,0.01682437275985671,0.01391708363116506,-0.006002520236664033,0.005419200752628998,0.02945008603391255,-0.15145897518906765,-0.3610644426408893,0.05941246051482878,0.10415655495675727,0.005628948000719003,0.00884804923013105,0.008209933674445669,-0.002863280410015268,0.00645394854074377,14.078542857142864,13.927973333333332,86.0,60.10987005278553,1.0
